battery_power,bluetoth,dual_sim,front_cam,4G,int_memory,mob_weight,n_cores,main_cam,px_height,px_width,ram,talk_time,3G,touch_screen,wifi,price_range
829,0,0,0,0,56,129,7,1,91,1916,820,11,1,0,1,0
1741,1,0,0,0,14,143,8,0,730,1895,3387,3,1,0,0,3
1849,1,0,7,1,15,144,5,19,606,1123,3447,19,1,0,1,3
733,0,0,5,1,7,174,7,10,445,1409,1403,2,1,1,0,0
1872,1,1,0,0,16,80,2,2,286,1484,2295,16,0,0,1,2
1853,0,1,1,0,27,197,6,13,985,1005,1973,8,1,0,1,2
1149,1,0,4,0,30,106,6,5,1617,1675,3755,8,1,0,0,3
891,0,1,9,1,25,196,2,19,375,1724,2073,10,1,0,1,1
1911,1,0,7,1,64,163,8,8,1795,1958,3872,11,1,1,0,3
550,1,0,16,1,23,145,2,17,486,1930,302,8,1,0,0,0
576,0,0,0,1,27,121,2,4,757,1518,1519,8,1,0,1,1
1760,0,0,1,1,50,198,1,2,273,1704,2549,4,1,1,0,2
969,0,0,0,0,45,124,7,0,491,589,404,19,1,0,1,0
1160,0,0,1,1,63,166,3,2,762,859,595,15,1,0,1,0
827,0,1,2,1,18,160,2,16,448,821,1663,17,1,1,1,0
1786,0,0,9,1,58,161,7,10,231,1671,2764,7,1,1,1,3
774,1,1,2,1,8,136,1,4,1713,1865,2614,14,1,1,1,2
819,1,1,0,1,11,83,8,1,438,822,1094,15,1,0,0,0
1042,0,0,15,1,11,139,5,16,68,1018,2826,2,1,0,0,2
1368,0,1,10,0,50,97,7,18,698,829,2496,5,0,1,1,2
1592,0,0,6,1,50,181,2,17,510,522,2103,7,1,0,0,1
1067,0,1,11,0,14,146,1,15,965,1009,966,13,0,0,1,0
1892,1,0,5,0,47,110,4,10,1399,1564,2172,3,1,1,1,2
915,0,0,6,0,56,187,8,17,532,1448,905,12,0,1,0,0
774,1,0,7,1,55,124,3,18,8,896,3916,12,1,1,0,3
1848,1,1,2,1,42,179,2,10,154,605,3902,3,1,0,1,3
1501,0,0,12,1,2,187,1,15,198,1056,2487,16,1,1,1,2
1614,0,0,8,1,55,188,3,17,860,1330,3914,13,1,0,0,3
911,1,0,0,0,46,181,5,1,461,670,363,17,0,1,0,0
1520,0,0,1,1,24,199,5,8,109,1909,3233,4,1,0,1,3
1647,0,1,3,1,38,102,6,15,193,1185,2532,15,1,0,1,2
1347,0,1,8,1,53,108,6,15,961,1008,3836,14,1,0,1,3
967,1,0,4,0,25,92,8,9,243,1642,3076,18,0,1,1,2
1442,0,0,0,1,56,145,5,3,1626,1668,1513,7,1,1,0,2
1204,1,0,0,0,10,199,7,3,480,1482,1724,19,1,0,0,1
1320,0,1,0,1,41,144,7,2,123,1229,542,14,1,1,0,0
1800,1,0,2,1,8,100,7,6,400,823,3481,8,1,0,1,3
1567,0,1,3,0,22,153,3,19,190,1326,3991,10,1,0,0,3
1439,0,0,12,1,20,147,1,17,626,932,1790,15,1,0,1,1
1422,0,0,15,0,3,112,1,17,1,926,509,3,1,1,1,0
1591,1,1,4,1,52,161,3,16,548,1641,282,14,1,1,1,0
880,0,0,2,0,6,198,4,19,632,660,3006,3,1,0,0,2
1929,1,1,0,1,19,163,6,2,349,1051,1913,6,1,1,0,1
1642,1,1,0,0,5,102,5,2,1686,1889,1333,2,0,0,1,2
1511,0,1,3,0,21,114,3,18,1455,1982,3746,5,1,0,0,3
1312,0,0,5,1,10,163,2,9,95,893,3941,13,1,1,1,3
1852,0,0,4,1,10,196,1,18,580,1163,3970,11,1,0,1,3
972,1,0,8,0,44,82,7,10,297,589,3925,7,0,1,0,3
691,1,1,4,1,33,108,4,8,951,962,424,15,1,1,1,0
807,0,0,9,0,8,158,5,20,667,697,1284,2,0,1,1,0
1113,0,1,0,0,25,145,1,10,1047,1312,277,12,1,0,1,0
721,1,1,10,0,16,125,1,18,408,1862,1713,4,0,1,1,1
1188,1,1,0,0,54,198,6,2,1150,1469,485,7,0,1,0,0
1512,1,0,1,0,52,131,1,14,333,952,3002,7,0,0,1,2
805,1,0,0,0,64,97,4,14,641,704,418,17,0,1,1,0
918,0,1,1,0,8,123,7,5,653,671,1652,14,1,1,0,1
1320,0,1,7,0,48,168,5,16,103,1583,2893,9,0,0,1,2
1236,0,1,2,1,57,188,1,14,517,809,1406,20,1,0,1,0
1387,0,0,0,1,61,98,3,0,785,1151,629,11,1,1,0,0
1883,1,1,6,1,30,95,2,10,531,791,3724,20,1,1,1,3
839,0,1,0,0,14,175,7,3,564,1391,3835,11,1,0,0,3
1593,1,0,0,1,52,130,8,0,761,1336,1354,13,1,1,1,1
1722,1,0,7,0,25,88,6,19,1179,1638,2376,19,0,0,1,3
1954,0,1,8,0,7,126,3,9,673,690,3438,13,1,0,0,3
1788,1,1,15,1,2,150,6,20,472,1073,2655,4,1,0,1,2
1628,0,0,5,1,33,101,6,8,412,643,3361,13,1,0,0,3
1965,0,0,6,1,4,84,7,9,977,1660,3535,16,1,1,1,3
833,1,0,4,0,27,124,1,6,359,1395,2150,7,0,1,1,1
571,0,0,1,1,43,141,3,8,224,783,2587,18,1,0,0,1
1808,1,1,1,0,31,92,2,16,714,1208,2736,8,0,0,1,3
1860,0,1,2,1,55,83,6,3,195,799,676,4,1,0,1,0
1368,1,1,4,0,9,115,7,7,843,1145,2941,17,0,1,0,3
1161,0,1,0,1,21,126,8,12,308,1169,3336,14,1,0,1,3
1224,1,0,9,0,33,157,1,18,522,563,3796,13,1,1,0,3
902,1,1,0,0,63,122,5,14,364,1360,3654,15,0,1,1,3
787,1,0,15,0,11,93,1,16,806,1423,2934,14,1,0,1,2
854,0,0,2,0,30,125,8,5,518,1152,2889,11,0,0,1,2
1184,0,1,1,1,48,191,1,6,519,1577,3315,14,1,1,1,3
1973,0,1,5,1,39,152,4,6,792,1181,1993,5,1,0,0,2
510,0,1,3,0,35,120,3,6,382,1228,2509,11,0,1,1,1
966,0,0,8,1,34,118,2,10,214,1523,3534,11,1,1,1,3
1438,1,0,3,0,16,169,8,7,859,867,2246,15,0,0,0,2
1986,0,0,7,0,51,95,3,9,342,774,3165,13,1,0,0,3
1907,0,0,13,0,55,105,7,15,713,1513,286,17,1,0,1,0
1489,0,1,8,0,32,200,1,16,172,812,776,8,0,0,0,0
1843,1,1,13,1,16,134,6,18,118,580,3213,15,1,1,0,3
825,1,0,11,0,38,94,3,18,540,783,716,14,0,1,0,0
1286,1,0,10,1,16,98,2,18,18,662,424,4,1,1,0,0
840,0,0,0,1,63,137,7,19,987,1081,3486,18,1,1,0,3
757,0,1,5,1,58,163,4,7,535,697,3237,9,1,0,1,2
814,1,1,2,0,41,177,2,10,1092,1406,1944,12,1,0,0,1
1195,1,1,2,1,8,80,6,6,327,1001,643,19,1,0,0,0
767,0,0,7,1,10,107,4,12,517,1995,2317,12,1,1,1,2
1068,0,0,6,1,52,97,8,7,994,1500,1436,15,1,0,0,1
994,1,1,0,0,56,173,3,3,491,530,3190,20,1,1,1,2
1550,1,0,6,0,21,133,2,11,268,832,2338,15,0,1,0,2
1878,1,0,9,0,29,85,8,19,210,1026,1334,2,0,0,0,1
623,0,0,2,0,6,127,3,4,144,672,3657,19,1,1,0,2
1829,1,0,0,1,15,160,5,7,729,1267,2080,12,1,0,1,2
525,0,1,11,0,35,190,7,20,82,670,1609,3,0,0,0,0
1065,1,0,0,1,14,89,2,2,188,928,3078,18,1,0,1,2
1425,0,0,9,1,35,127,8,14,150,1897,590,6,1,1,1,0
1296,0,1,3,0,11,129,7,4,1222,1382,2552,10,1,1,1,2
642,0,0,3,0,34,197,2,15,331,1011,3355,13,0,0,0,2
1664,1,1,9,1,15,177,7,19,1178,1929,1968,9,1,0,0,2
1498,1,0,3,1,8,170,7,4,347,1076,3358,19,1,0,0,3
981,1,1,0,0,2,136,3,7,75,688,1539,19,0,0,0,0
1236,1,0,6,1,32,143,4,18,492,1403,942,14,1,1,1,0
1673,0,1,7,0,9,187,3,10,65,734,3669,10,1,0,1,3
712,1,0,6,1,9,172,2,14,881,1234,3612,4,1,0,0,3
569,1,1,10,1,4,170,3,19,351,1159,2351,10,1,1,0,1
603,1,1,0,1,64,156,6,0,1842,1968,604,8,1,1,1,0
1332,0,1,2,0,11,187,2,4,758,1165,1285,9,1,1,0,1
1413,0,0,0,1,13,128,1,0,1323,1481,515,18,1,1,0,0
1064,0,1,1,1,34,184,6,13,1175,1569,654,6,1,0,0,0
1444,0,0,2,0,48,82,5,17,1092,1554,2540,15,1,1,1,3
1366,1,1,5,1,53,161,5,9,647,1876,3869,14,1,0,1,3
906,0,1,7,0,18,136,2,11,1102,1793,3412,16,1,0,0,3
1554,0,1,3,1,47,185,5,12,319,1367,509,19,1,0,0,0
1187,0,0,0,1,21,122,6,6,215,1125,2547,5,1,1,0,2
1156,1,1,1,1,30,173,3,16,945,1913,2735,13,1,0,1,2
1918,0,0,1,0,22,139,1,5,381,1203,1369,6,0,1,1,1
841,1,1,8,0,39,199,6,13,546,828,2942,16,0,1,1,2
730,1,1,6,0,6,167,7,10,1096,1155,2812,17,0,0,0,2
878,1,0,13,1,31,153,4,18,575,618,3497,11,1,1,0,2
1059,0,1,0,0,50,182,8,1,519,1545,619,18,0,1,1,0
1578,0,0,8,0,3,200,1,20,342,670,3483,16,1,0,0,3
1829,0,0,0,0,36,112,5,1,291,563,1475,7,0,0,0,1
1132,0,0,0,0,8,157,1,4,1091,1293,1950,6,0,1,1,1
1652,0,1,4,1,40,198,7,6,352,1084,3592,6,1,0,0,3
912,0,1,0,0,58,107,5,1,165,1723,3573,20,1,1,0,3
1181,0,0,12,1,61,116,2,16,385,831,2020,18,1,1,0,1
1497,1,0,5,0,32,92,3,9,1920,1933,1329,7,1,1,0,2
1790,1,1,3,1,49,100,3,11,396,1980,3568,18,1,0,1,3
1742,1,0,3,0,49,100,1,9,1134,1469,1947,6,1,0,1,2
1549,1,0,4,0,8,158,5,7,721,1514,1998,15,1,1,0,2
1372,1,0,7,0,34,193,4,17,687,937,725,20,1,0,0,0
1112,0,0,0,1,12,190,4,6,777,1119,3302,20,1,1,1,3
1005,0,0,0,0,46,133,8,17,176,1556,3884,20,0,1,1,3
783,1,1,9,1,27,150,6,11,458,1263,1185,6,1,1,1,0
1698,0,0,10,1,26,105,2,18,485,1819,1656,17,1,0,1,2
899,1,0,3,1,53,192,4,11,641,1638,2870,10,1,0,1,2
1062,0,0,3,0,45,151,3,4,798,1435,911,9,0,0,0,0
989,1,0,4,0,17,166,3,19,256,1394,3892,19,1,1,0,3
1983,1,1,6,1,27,125,1,11,370,1197,3897,10,1,1,1,3
1800,1,0,5,0,53,87,1,12,191,1108,656,18,0,0,1,0
1254,0,0,0,1,45,146,3,3,1571,1956,606,2,1,1,1,1
868,0,0,0,0,30,83,4,0,276,1026,1653,17,1,0,0,1
1205,0,1,3,0,12,175,4,6,573,614,860,14,1,0,1,0
1284,1,1,0,0,10,155,2,14,160,516,2197,9,0,1,1,1
626,0,1,2,1,23,187,2,9,90,1334,3458,11,1,0,1,2
1763,0,1,1,1,53,101,4,20,138,806,2066,17,1,1,1,1
694,1,1,15,0,36,193,4,20,983,1230,3676,5,1,0,1,3
1265,0,1,4,1,49,90,1,5,275,687,1518,8,1,0,1,1
816,1,0,4,0,14,198,3,13,149,558,1018,15,1,0,0,0
904,0,0,3,1,35,168,3,4,42,507,1360,11,1,0,0,0
979,0,1,0,1,5,164,7,2,793,1670,3449,14,1,0,0,3
1531,0,0,0,1,60,162,6,1,625,765,2524,7,1,0,0,2
934,0,1,2,0,30,182,8,15,521,1190,703,7,0,0,1,0
1624,1,1,0,0,58,200,3,11,1530,1744,1251,18,0,1,1,1
874,0,0,5,0,8,185,1,20,442,1248,582,15,0,0,0,0
1027,1,0,0,0,63,102,5,4,152,714,1732,13,0,1,1,1
1966,0,1,15,1,48,144,1,16,1242,1973,1252,19,1,1,1,2
1048,1,0,2,1,29,182,1,4,29,1670,2146,2,1,0,0,1
1496,1,1,13,0,38,126,4,14,501,506,1927,6,0,0,1,1
959,1,0,15,0,13,155,4,16,87,736,3328,10,1,1,1,2
1349,1,1,5,0,55,105,7,7,648,1019,2462,17,1,0,1,2
1689,1,1,0,1,13,168,2,9,521,674,1172,17,1,1,1,0
1558,1,0,0,1,27,146,1,1,120,1409,3598,12,1,0,1,3
582,0,1,3,0,27,168,3,10,985,1420,2437,2,1,1,1,2
1485,0,0,3,1,44,138,4,14,341,774,3271,8,1,1,0,3
1991,1,0,11,0,9,94,3,12,751,1377,1511,9,0,0,0,1
553,0,1,2,1,23,119,3,3,993,1517,2981,14,1,0,0,2
1231,0,1,2,0,7,113,1,7,43,1663,3119,15,1,1,0,3
805,0,0,1,0,34,88,6,2,1262,1538,3647,9,1,0,1,3
764,1,1,1,0,13,152,8,2,361,511,3148,6,1,1,0,2
894,0,0,5,1,54,130,3,15,104,541,2829,13,1,0,1,2
1589,0,0,9,0,46,84,3,16,618,940,2373,20,1,1,0,2
1456,0,1,9,1,39,80,8,10,815,1666,3998,13,1,1,0,3
743,0,1,0,1,33,95,2,1,1587,1659,316,4,1,0,0,0
1061,1,0,3,1,52,109,7,4,138,1330,999,9,1,1,0,0
1428,1,0,0,0,7,153,4,2,584,983,1808,13,0,1,0,1
674,1,1,0,1,8,93,3,0,750,772,589,4,1,1,0,0
832,0,0,0,1,46,93,6,0,820,1366,3317,19,1,1,0,3
1625,1,1,2,1,50,107,8,17,8,1219,670,8,1,0,0,0
907,0,1,3,0,42,151,1,16,171,507,584,6,1,0,0,0
1631,0,0,2,1,13,166,2,16,960,1735,2173,8,1,1,0,2
1584,1,0,6,0,41,135,4,15,160,1291,1561,17,0,0,1,1
1382,1,0,7,1,13,199,2,18,612,719,2073,9,1,0,1,1
633,1,0,0,1,46,102,6,10,709,1915,1401,11,1,1,0,1
1444,1,0,9,0,38,104,7,16,624,917,3764,10,0,0,0,3
852,1,1,6,1,54,147,5,7,538,730,1275,12,1,0,1,0
922,1,0,0,1,47,157,8,14,1295,1808,1464,12,1,0,1,1
1745,0,1,4,1,57,159,3,16,1164,1908,2885,5,1,1,1,3
862,0,0,9,1,6,107,8,14,829,1977,3458,9,1,1,1,3
1754,1,1,1,1,52,101,4,3,199,1452,3019,19,1,0,1,3
1008,0,0,3,0,36,109,1,14,825,1972,1083,6,0,0,0,1
1569,0,1,3,0,33,147,1,13,519,930,3538,15,1,0,1,3
1596,0,1,7,0,7,149,2,9,169,1190,2493,13,1,1,1,2
1807,1,1,2,1,61,134,6,6,1734,1968,3726,15,1,0,0,3
1660,0,1,4,0,7,184,1,6,76,1165,1531,7,0,0,0,1
1861,1,0,4,1,55,148,7,8,1698,1877,601,4,1,0,0,1
648,0,1,4,0,8,91,5,19,819,1997,2991,4,0,0,1,2
1379,0,1,1,0,19,134,8,17,387,671,3912,19,0,1,1,3
1910,1,0,0,0,34,115,2,0,985,1284,309,10,0,0,1,0
1807,0,1,0,1,13,155,8,0,970,974,323,3,1,1,1,0
1923,0,1,7,0,46,191,1,10,767,1759,1489,3,1,1,1,1
1345,1,0,7,1,38,162,3,11,512,1465,1322,15,1,0,0,1
904,0,1,5,1,14,102,8,9,56,760,1846,3,1,0,1,1
1239,0,1,5,1,52,122,2,10,590,661,417,6,1,0,1,0
1330,0,0,6,1,52,84,4,12,462,1304,3269,8,1,1,0,3
516,1,1,1,0,30,138,1,12,126,698,3731,15,0,0,0,2
672,1,1,0,0,54,95,4,11,578,1143,667,14,0,0,0,0
892,1,0,0,1,47,94,1,18,655,1782,1241,9,1,0,1,1
1778,0,0,0,1,23,101,6,11,1028,1445,3941,13,1,0,0,3
1130,1,0,4,1,58,132,5,14,88,1261,1018,16,1,0,0,0
1359,0,0,4,0,59,86,2,6,1692,1902,3142,17,0,1,1,3
1866,1,1,3,1,47,89,5,9,358,1782,1444,20,1,0,0,1
1597,0,0,11,0,34,89,1,14,64,1667,934,9,0,1,0,0
1046,1,1,0,1,58,100,8,0,259,1040,3863,9,1,1,1,3
1035,0,1,2,1,44,99,3,3,236,1960,3506,12,1,1,0,3
1175,1,0,2,0,19,164,7,9,873,1394,1944,9,1,1,0,1
1261,1,1,0,1,11,90,4,0,858,1591,348,14,1,0,1,0
1068,0,1,9,0,51,124,4,15,1405,1910,550,6,1,1,0,0
1713,0,1,5,1,20,104,7,17,237,890,971,10,1,0,0,0
1688,0,0,0,1,21,170,7,0,650,864,3984,8,1,1,1,3
1413,1,1,4,1,45,104,5,6,1949,1994,2973,15,1,0,1,3
559,1,0,10,0,11,82,5,14,541,823,2019,16,1,1,1,1
1483,1,1,13,0,19,146,7,19,361,1552,1587,19,0,0,0,1
860,1,1,13,0,48,187,7,18,335,1463,1870,18,1,0,0,1
1090,0,1,5,0,27,91,4,16,1638,1910,1352,11,0,1,0,1
686,1,0,11,0,3,91,6,15,1109,1392,570,19,0,1,0,0
818,0,0,14,0,43,177,6,15,111,510,546,7,1,1,1,0
1456,0,1,5,0,49,193,3,20,1285,1427,3624,16,1,1,0,3
774,0,1,2,1,10,188,2,9,1480,1731,2944,2,1,1,1,2
1068,0,1,0,1,19,197,8,9,322,875,1209,12,1,1,0,0
1373,1,1,1,1,29,141,6,12,1220,1348,2752,7,1,1,1,3
1777,1,0,3,0,20,188,6,5,511,616,3868,7,0,1,1,3
594,0,0,2,1,28,132,5,3,1011,1263,3087,4,1,1,1,2
1524,0,1,5,0,57,124,2,12,629,635,947,16,0,1,1,0
511,1,1,12,0,50,175,3,16,140,622,1484,8,1,0,0,0
1402,1,1,3,0,46,87,7,12,1081,1767,347,12,1,0,1,0
965,1,0,15,0,53,131,8,19,297,653,3227,8,1,0,0,2
1270,1,0,0,0,58,104,5,1,1512,1716,3299,16,0,0,1,3
919,0,1,11,0,13,159,1,15,275,570,1028,17,1,0,0,0
1963,1,0,16,1,34,157,2,17,1136,1813,714,2,1,0,1,1
1977,0,1,2,0,31,173,8,6,1145,1356,2641,7,0,0,0,3
1881,0,0,4,0,51,158,5,7,477,1553,1229,14,1,0,0,1
683,0,0,5,0,19,173,4,17,954,1985,2622,5,0,0,1,2
772,0,1,7,0,6,100,2,10,741,1471,929,18,0,1,1,0
536,1,0,0,1,53,135,3,0,547,705,1211,7,1,0,1,0
1694,0,0,0,0,53,186,6,0,1194,1208,1653,6,1,0,0,2
1633,0,1,3,1,33,111,2,19,146,906,511,7,1,1,0,0
1371,0,0,4,0,52,167,4,19,471,663,3034,8,0,0,0,2
551,1,0,0,1,54,172,7,15,169,1916,1414,19,1,0,1,0
1221,0,0,1,1,28,139,1,7,1895,1976,2438,10,1,1,1,3
1000,1,0,12,0,63,179,8,18,1537,1761,3744,7,0,0,1,3
1986,0,1,3,1,64,162,4,20,236,1520,1377,15,1,1,1,1
1119,0,1,0,1,23,164,4,1,821,915,3520,7,1,0,0,3
1699,0,1,1,0,59,97,4,3,466,1768,3796,12,0,1,1,3
1099,0,0,13,1,61,146,3,20,393,1096,1699,3,1,1,1,1
1576,0,0,7,0,58,90,3,16,400,631,336,13,1,1,1,0
950,1,0,9,0,55,156,5,10,774,843,1095,13,0,1,0,0
1081,1,1,13,0,49,99,3,17,284,519,325,6,0,0,1,0
606,0,0,1,1,53,146,4,2,465,1152,1223,7,1,0,0,0
502,0,1,7,0,37,199,2,12,705,1810,1649,14,0,1,0,1
957,1,0,0,1,4,160,2,0,38,1682,1898,3,1,1,0,1
1658,1,1,0,1,38,159,5,0,51,739,2609,19,1,0,0,2
1681,1,1,6,0,18,167,1,7,850,1005,2265,20,1,1,1,2
1983,1,1,3,0,43,87,6,10,349,676,2775,3,0,1,1,2
1753,0,0,8,1,12,113,7,17,387,1595,1445,12,1,1,1,1
1632,1,0,0,0,41,132,4,1,706,1623,2614,15,1,0,0,2
1949,1,0,7,0,57,145,7,11,951,1178,356,19,0,0,0,0
1696,0,0,1,0,13,97,3,2,179,772,523,4,0,1,1,0
688,0,1,0,0,57,131,7,3,426,1964,3745,4,0,1,0,3
1104,0,0,1,1,60,199,2,13,653,1413,1229,3,1,1,1,0
1122,0,0,0,0,28,184,3,4,1578,1963,1402,3,0,1,0,1
504,1,1,2,1,46,172,5,14,280,1795,2085,8,1,0,0,1
1154,0,0,12,1,14,156,7,14,251,1801,587,4,1,1,1,0
1727,0,0,2,1,63,85,7,8,1463,1992,2457,7,1,0,1,3
1674,0,1,0,1,52,89,3,7,1432,1649,2030,6,1,0,0,2
1948,0,1,5,1,18,135,2,14,477,571,816,3,1,0,0,0
1218,1,1,3,0,39,150,7,14,1122,1746,1667,12,0,0,0,1
531,0,0,10,0,63,189,7,14,145,1903,2958,19,0,1,0,2
1057,0,0,4,0,5,154,5,13,416,1055,3705,13,1,0,0,3
576,0,0,1,0,30,162,8,5,847,893,2800,16,0,1,1,2
1960,1,0,1,0,7,165,7,9,868,877,3773,6,0,1,1,3
673,1,1,3,1,22,88,1,5,594,1088,2050,17,1,1,0,1
718,0,1,0,1,21,88,1,7,518,830,1754,9,1,0,1,1
864,0,0,3,1,35,103,3,7,663,1805,1904,13,1,1,1,1
547,0,1,1,0,37,154,5,4,371,541,2705,10,1,1,0,1
623,1,0,1,1,3,102,8,7,1749,1781,3537,3,1,0,1,3
1793,0,1,11,0,27,154,5,13,586,722,1370,19,1,0,1,1
1720,1,1,0,0,19,137,2,3,409,646,1222,7,0,0,0,1
812,0,1,1,0,64,106,4,7,35,1309,3102,2,0,0,0,2
980,1,0,0,1,33,160,6,0,1008,1758,2268,4,1,1,0,2
643,0,0,9,1,18,187,8,12,442,1079,2648,18,1,1,1,1
1925,0,1,0,1,16,175,8,11,983,1087,2173,19,1,1,0,2
1408,1,0,3,0,32,151,4,6,875,982,3162,3,1,0,0,3
1522,1,1,4,0,28,124,1,5,952,1191,1368,17,1,0,1,1
587,1,0,16,1,51,111,1,17,244,1361,2746,7,1,0,1,2
1959,0,1,5,0,18,191,6,20,65,1055,619,8,1,1,1,0
1872,0,1,3,0,17,89,6,6,1749,1767,724,9,1,0,1,1
1043,1,0,7,0,42,111,3,8,716,1626,912,6,0,1,0,0
1809,0,0,6,0,23,123,6,19,433,1661,2784,20,1,1,1,3
1703,1,0,5,1,23,92,6,7,134,521,793,17,1,1,0,0
1095,1,0,4,0,45,197,1,5,179,1247,560,10,1,1,0,0
1414,0,0,1,0,27,137,4,20,804,1564,312,8,0,0,1,0
1659,1,0,2,0,41,88,7,18,787,1515,545,9,0,1,1,0
1540,0,1,1,0,60,197,7,12,704,822,1591,2,1,0,1,1
1342,0,0,0,1,31,86,7,1,991,1638,2746,10,1,1,0,3
1189,1,0,13,0,8,198,3,14,379,932,893,13,1,1,0,0
518,1,0,0,1,62,128,6,0,489,710,2514,7,1,1,1,1
1449,0,1,3,1,10,144,1,12,1518,1883,1032,8,1,1,1,1
516,0,1,0,1,39,91,5,7,855,1401,819,10,1,1,1,0
1569,0,1,8,0,59,111,3,16,1261,1383,3672,15,1,0,1,3
1312,1,1,0,0,24,156,6,0,115,1791,3833,17,0,1,0,3
1893,1,1,1,0,23,179,8,3,1203,1432,1482,17,0,1,0,2
1076,0,0,3,0,14,105,5,4,545,1300,2043,14,0,0,0,1
530,1,0,1,0,40,118,6,2,818,1090,1229,2,0,1,0,0
1044,1,1,7,0,33,129,4,13,42,1262,1816,15,1,0,1,1
1330,0,0,11,0,37,126,7,20,1103,1637,2166,4,1,0,0,2
1836,0,1,0,0,14,104,5,1,168,1068,2469,7,1,1,1,2
1741,1,0,1,1,55,140,5,3,719,755,2575,7,1,1,1,2
1869,0,0,0,1,30,152,1,13,163,874,1375,19,1,0,0,1
1331,0,0,8,0,55,146,3,15,1162,1531,1732,11,1,0,1,1
1655,1,1,6,1,4,105,3,12,626,1348,673,12,1,0,0,0
605,0,0,9,1,18,162,2,14,329,656,2301,8,1,0,0,1
1245,1,0,2,0,30,105,5,3,330,1434,2676,7,1,0,0,2
1709,1,0,8,1,58,136,2,10,956,1292,1781,17,1,0,0,2
846,1,0,0,1,58,123,4,15,1140,1983,2248,13,1,0,0,2
1403,1,1,3,0,62,90,4,13,217,1623,921,18,1,0,0,0
688,1,0,0,0,2,89,3,2,271,869,391,8,1,1,1,0
775,1,1,1,1,10,185,7,14,444,1555,1719,18,1,1,1,1
1154,0,0,6,1,35,159,5,16,1003,1827,3262,16,1,0,0,3
1375,0,1,2,1,35,194,2,3,227,772,1947,15,1,1,1,1
1827,1,0,4,0,61,130,7,9,253,1764,2693,7,0,1,1,3
1697,0,0,0,1,60,90,4,0,88,1046,441,11,1,1,0,0
741,0,0,1,0,14,178,5,13,334,594,1886,9,1,1,1,0
1672,1,1,13,1,32,174,1,20,1281,1896,1267,20,1,1,0,1
514,1,0,4,0,57,186,3,7,168,1320,687,20,1,1,1,0
1375,1,1,2,0,12,105,1,13,898,1687,2890,12,0,0,0,3
989,1,1,4,1,55,124,1,12,46,1069,1737,10,1,0,1,1
1510,1,1,11,0,47,138,2,13,118,1170,887,5,0,0,0,0
1266,0,0,1,0,18,86,7,2,1187,1595,398,3,1,1,1,0
1396,0,1,0,0,46,138,7,1,1191,1347,2389,15,0,0,1,2
808,0,0,3,0,45,161,1,9,526,1324,3431,13,0,1,1,3
1542,0,0,1,0,43,182,2,11,346,966,3601,16,0,0,0,3
745,1,1,5,0,35,102,8,10,89,1538,2459,16,1,1,0,1
1735,1,1,0,1,59,148,6,0,137,846,3230,9,1,1,0,3
586,0,1,1,0,57,188,2,5,1226,1389,3646,11,1,1,1,3
1341,1,1,0,0,36,107,8,1,473,574,2200,15,0,1,0,1
781,1,1,1,0,64,88,2,7,368,607,3862,9,0,0,0,3
501,1,1,14,0,22,174,6,20,239,1636,3077,17,0,0,0,2
1224,1,1,2,1,44,139,2,9,622,709,621,14,1,1,1,0
1970,0,1,11,1,58,80,8,19,654,882,2372,2,1,1,0,2
618,1,1,0,1,63,138,2,1,853,1781,2574,5,1,1,0,2
1537,0,0,11,1,46,158,4,17,686,1305,2857,2,1,1,1,3
1018,0,0,8,0,16,153,8,10,992,1433,3143,20,0,1,0,3
1545,0,1,15,1,35,173,5,20,115,1352,3197,6,1,0,1,3
1871,0,0,4,1,41,144,8,5,275,1966,2727,11,1,0,0,3
1729,1,1,1,0,12,186,1,6,461,1178,1519,5,1,0,1,1
680,1,1,9,1,9,131,3,11,1428,1500,2438,17,1,0,0,2
1106,1,0,4,0,54,107,3,9,614,1212,2674,9,1,0,1,2
635,1,1,1,1,50,97,5,13,193,989,2107,12,1,0,0,1
618,0,0,8,0,16,143,1,14,1105,1602,2262,4,0,1,0,2
1671,0,1,13,0,5,179,8,18,398,1263,815,10,1,1,1,0
1562,1,1,0,1,52,105,7,9,480,728,2829,3,1,1,1,2
1975,1,1,2,0,31,151,1,17,775,1607,3022,19,0,0,1,3
831,1,0,2,1,62,134,8,9,1482,1490,2573,18,1,0,1,2
1524,1,1,0,0,10,174,4,1,154,550,2678,13,1,0,1,2
1528,1,1,3,1,55,129,5,6,454,1762,1282,11,1,1,1,1
1447,1,1,2,0,9,155,8,16,737,1455,568,8,0,0,0,0
1344,0,0,1,0,14,190,1,3,419,556,2074,5,1,1,0,1
564,0,1,1,0,8,130,2,3,853,1737,2227,14,1,0,1,1
921,0,1,1,0,60,83,2,3,1211,1229,1080,6,0,0,1,0
1413,1,0,2,0,10,200,6,6,314,1606,2867,15,0,1,0,2
831,0,0,10,0,55,86,6,12,172,1239,1075,3,1,1,0,0
802,0,1,3,0,43,153,5,6,527,734,3063,4,0,1,0,2
1923,0,0,3,0,24,86,4,4,874,1264,2479,15,1,1,0,2
1193,1,0,10,0,56,196,3,17,674,864,2394,14,1,1,0,2
904,1,1,10,1,31,112,3,11,657,1014,2814,19,1,0,0,2
1285,0,0,1,1,51,140,7,2,475,500,2094,10,1,0,0,1
